,edge_1,edge_2
2007,26,1880
2008,26,1881
2009,26,1882
2010,26,1883
2011,26,1884
2012,26,1885
2013,26,1886
2014,26,1887
2015,26,1888
2016,26,1889
2017,26,1890
2018,26,1891
2019,26,1892
2020,26,1893
2021,26,1894
2022,26,1895
2023,26,1896
2024,26,1897
2025,26,1898
2026,26,1899
2027,26,103
2028,26,1460
2029,26,1900
2030,26,1901
2031,26,1902
2032,26,1903
2033,26,1904
2034,26,1905
2035,26,1906
2036,26,1907
2037,26,1908
2038,26,1909
2039,26,1127
2040,26,1162
2041,26,1910
2042,26,1911
2043,26,1912
2044,26,1913
2045,26,1914
2046,26,1915
2047,26,1916
2048,26,1917
2049,26,1918
2050,26,1919
2051,26,1920
2052,26,1921
2053,26,567
2054,26,1922
2055,26,1923
2056,26,1924
2057,26,314
2058,26,226
2059,26,1925
2060,26,1926
2061,27,57
2062,27,129
2063,27,1312
2064,27,1399
2065,27,806
2066,27,1927
2067,27,1398
2068,27,1928
2069,27,1313
2070,27,1929
2071,27,1403
2072,27,18
2073,27,1277
2074,27,243
2075,27,1330
2076,27,1404
2077,27,239
2078,27,1930
2079,27,1931
2080,27,1932
2081,27,1933
2082,27,1934
2083,27,1935
2084,27,1936
2085,27,1490
2086,27,1402
2087,27,1937
2088,27,1938
2089,27,1939
2090,27,1940
2091,27,1941
2092,27,1942
2093,27,1943
2094,27,1944
2095,27,1945
2096,27,1946
2097,27,1947
2098,27,1470
2099,27,1948
2100,27,1949
2101,27,1950
2102,27,1951
2103,27,1952
2104,27,1953
2105,27,1852
2106,27,1954
2107,27,1955
2108,27,1956
2109,27,1957
2110,27,1958
2111,27,1959
2112,27,1960
2113,27,1961
2114,27,1962
2115,27,1882
2116,27,235
2117,27,103
2118,27,1482
2119,27,1963
2120,27,1964
2121,27,1965
2122,27,1966
2123,27,1967
2124,27,1968
2125,27,1969
2126,27,1407
2127,27,1970
2128,27,1971
2129,27,1972
2130,27,1973
2131,27,1974
2132,27,1975
2133,27,1976
2134,27,1977
2135,27,234
2136,27,1978
2137,27,1979
2138,27,1980
2139,27,1981
2140,27,1982
2141,27,1983
2142,27,1984
2143,27,1985
2144,27,1986
2145,27,1987
2146,27,1988
2147,27,1654
2148,27,1413
2149,27,1989
2150,27,1315
2151,27,1990
2152,27,1991
2153,27,1992
2154,27,1993
2155,27,1994
2156,27,1995
2157,27,1996
2158,27,1997
2159,27,1998
2160,27,1999
2161,28,1268
2162,28,1
2163,28,133
2164,28,2000
2165,28,31
2166,28,29
2167,28,138
2168,28,81
2169,28,2001
2170,28,2002
2171,28,142
2172,28,2003
2173,28,701
2174,28,2004
2175,28,2005
2176,28,2006
2177,28,2007
2178,28,1588
2179,28,2008
2180,28,2009
2181,28,2010
2182,28,2011
2183,28,2012
2184,28,1556
2185,28,194
2186,28,2013
2187,28,2014
2188,28,2015
2189,28,215
2190,28,166
2191,28,2016
2192,28,2017
2193,28,2018
2194,28,2019
2195,28,2020
2196,28,149
2197,28,2021
2198,28,2022
2199,28,2023
2200,28,386
2201,28,2024
2202,28,2025
2203,28,150
2204,28,151
2205,28,159
2206,28,216
2207,28,2026
2208,28,152
2209,28,1523
2210,28,158
2211,28,2027
2212,28,157
2213,28,1510
2214,28,207
2215,28,2028
2216,28,2029
2217,28,1162
2218,28,1127
2219,28,2030
2220,28,2031
2221,28,162
2222,28,2032
2223,28,372
2224,28,2033
2225,28,2034
2226,28,2035
2227,28,203
2228,28,176
2229,28,2036
2230,28,2037
2231,28,2038
2232,28,2039
2233,28,182
2234,28,1175
2235,28,2040
2236,28,2041
2237,28,2042
2238,28,2043
2239,28,123
2240,28,2044
2241,28,2045
2242,28,206
2243,28,2046
2244,28,2047
2245,28,2048
2246,28,2049
2247,28,2050
2248,28,2051
2249,28,2052
2250,28,201
2251,28,2053
2252,28,2054
2253,28,192
2254,28,2055
2255,28,2056
2256,28,2057
2257,28,2058
2258,28,2059
2259,28,2060
2260,28,2061
2261,29,2062
2262,29,2063
2263,29,1
2264,29,133
2265,29,135
2266,29,2064
2267,29,134
2268,29,2065
2269,29,28
2270,29,31
2271,29,138
2272,29,1515
2273,29,2066
2274,29,2067
2275,29,2068
2276,29,2069
2277,29,2070
2278,29,1510
2279,29,55
2280,29,69
2281,29,2071
2282,29,2072
2283,29,1556
2284,29,1210
2285,29,204
2286,29,2073
2287,29,2074
2288,29,2075
2289,29,2076
2290,29,2077
2291,29,2078
2292,29,2079
2293,29,2080
2294,29,2081
2295,29,2082
2296,29,2083
2297,29,2084
2298,29,2085
2299,29,2086
2300,29,2087
2301,29,2088
2302,29,2021
2303,29,2089
2304,29,2090
2305,29,2091
2306,29,2092
2307,29,2093
2308,29,2094
2309,29,2095
2310,29,2096
2311,29,2097
2312,29,2098
2313,29,2099
2314,29,2100
2315,29,2101
2316,29,2102
2317,29,2103
2318,29,2104
2319,29,2105
2320,29,2106
2321,29,2107
2322,29,2108
2323,29,2109
2324,29,149
2325,29,2110
2326,29,2111
2327,29,2112
2328,29,2113
2329,29,2114
2330,29,83
2331,29,2115
2332,29,2116
2333,29,150
2334,29,2117
2335,29,2118
2336,29,2119
2337,29,2120
2338,29,2121
2339,29,2122
2340,29,2123
2341,29,2124
2342,29,2125
2343,29,2126
2344,29,158
2345,29,159
2346,29,2127
2347,29,2128
2348,29,152
2349,29,157
2350,29,2129
2351,29,2130
2352,29,2131
2353,29,2132
2354,29,2133
2355,29,2134
2356,29,2135
2357,29,2136
2358,29,2137
2359,29,2138
2360,29,2139
2361,30,2140
2362,31,1
2363,31,2141
2364,31,2064
2365,31,133
2366,31,28
2367,31,136
2368,31,2142
2369,31,29
2370,31,138
2371,31,2143
2372,31,2144
2373,31,2145
2374,31,2146
2375,31,2147
2376,31,2148
2377,31,2149
2378,31,2150
2379,31,149
2380,31,2021
2381,31,2151
2382,31,325
2383,31,2152
2384,31,707
2385,31,150
2386,31,2153
2387,31,2154
2388,31,152
2389,31,2155
2390,31,120
2391,31,158
2392,31,159
2393,31,157
2394,31,2156
2395,31,2157
2396,31,2158
2397,31,2138
2398,31,2159
2399,31,2160
2400,31,176
2401,31,2161
2402,31,2162
2403,31,2163
2404,31,1968
2405,31,162
2406,31,2164
2407,31,89
2408,31,2165
2409,31,2166
2410,31,2167
2411,31,2168
2412,31,2169
2413,31,326
2414,31,194
2415,31,182
2416,31,201
2417,31,111
2418,31,2170
2419,31,4
2420,31,206
2421,31,2171
2422,31,2172
2423,31,115
2424,31,2173
2425,31,705
2426,31,2174
2427,31,2175
2428,31,2176
2429,31,999
2430,31,322
2431,31,2177
2432,31,192
2433,31,2178
2434,31,2179
2435,31,1678
2436,31,63
2437,31,2180
2438,31,2181
2439,31,218
2440,31,2182
2441,31,1404
2442,31,2183
2443,31,2184
2444,31,54
2445,31,2185
2446,31,2186
2447,31,2187
2448,31,129
2449,31,2188
2450,31,2189
2451,31,2190
2452,31,2191
2453,31,2192
2454,31,2193
2455,31,2194
2456,31,2195
2457,31,2196
2458,31,2197
2459,31,2198
2460,31,2199
2461,31,2200
2462,32,2201
2463,32,812
2464,32,2202
2465,32,2203
2466,32,2204
2467,32,2205
2468,32,2206
2469,32,903
2470,32,2207
2471,32,2208
2472,32,313
2473,32,2209
2474,32,2210
2475,32,80
2476,32,2211
2477,32,1851
2478,32,235
2479,32,1871
2480,32,2212
2481,32,222
2482,32,2213
2483,32,811
2484,32,2214
2485,32,2215
2486,32,2216
2487,32,282
2488,32,2217
2489,32,2218
2490,32,2219
2491,32,299
2492,32,2220
2493,32,2221
2494,32,2222
2495,32,2223
2496,32,2224
2497,32,1326
2498,32,69
2499,32,53
2500,32,226
2501,32,2225
2502,32,113
2503,32,114
2504,33,34
2505,33,18
2506,33,1415
2507,33,2226
2508,33,2227
2509,33,2228
2510,33,1852
2511,33,2229
2512,33,1687
2513,33,1675
2514,33,2230
2515,33,1904
2516,33,2231
2517,33,2232
2518,33,2233
2519,33,2234
2520,33,2235
2521,33,2236
2522,33,2237
2523,33,2238
2524,33,2239
2525,33,1871
2526,33,2240
2527,33,2241
2528,33,2242
2529,33,2243
2530,33,2244
2531,33,2245
2532,33,2246
2533,33,1162
2534,33,2247
2535,33,2248
2536,33,313
2537,33,2249
2538,33,2250
2539,33,2251
2540,33,2252
2541,33,2253
2542,33,2254
2543,33,2255
2544,33,2256
2545,33,2257
2546,33,2258
2547,33,2259
2548,33,2260
2549,33,2261
2550,33,1877
2551,33,2262
2552,33,2263
2553,33,2264
2554,33,2265
2555,33,2266
2556,33,2267
2557,33,2268
2558,33,2269
2559,33,2270
2560,33,2271
2561,33,2272
2562,33,2273
2563,33,2274
2564,33,2275
2565,33,2276
2566,33,2277
2567,33,2278
2568,33,2279
2569,33,2280
2570,33,2281
2571,33,2282
2572,33,2283
2573,33,1908
2574,33,1137
2575,33,1176
2576,33,2284
2577,33,2285
2578,33,1127
2579,33,2286
2580,33,2287
2581,33,2288
2582,33,2289
2583,33,2290
2584,33,22
2585,33,2291
2586,33,26
2587,33,2292
2588,33,2293
2589,33,1851
2590,33,310
2591,33,2294
2592,33,2295
2593,33,2296
2594,33,1656
2595,33,2297
2596,33,2298
2597,33,2299
2598,33,2300
2599,33,2301
2600,33,2302
2601,33,2303
2602,33,2304
2603,33,2305
2604,34,1415
2605,34,243
2606,34,239
2607,34,2306
2608,34,1420
2609,34,2307
2610,34,2227
2611,34,2229
2612,34,33
2613,34,2226
2614,34,2230
2615,34,2308
2616,34,1675
2617,34,2309
2618,34,2310
2619,34,2233
2620,34,2311
2621,34,2312
2622,34,2313
2623,34,2314
2624,34,2315
2625,34,2280
2626,34,2316
2627,34,2256
2628,34,2317
2629,34,2290
2630,34,2318
2631,34,2319
2632,34,2320
2633,34,2321
2634,34,2322
2635,34,2323
2636,34,2260
2637,34,2324
2638,34,2325
2639,34,2326
2640,34,2327
2641,34,2266
2642,34,2328
2643,34,1908
2644,34,2329
2645,34,2330
2646,34,2331
2647,34,1137
2648,34,2284
2649,34,2332
2650,34,1988
2651,34,57
2652,34,2272
2653,34,2333
2654,34,2334
2655,34,1398
2656,34,1319
2657,34,2335
2658,34,2336
2659,34,298
2660,34,2337
2661,34,2338
2662,34,1904
2663,34,2263
2664,34,2339
2665,34,2340
2666,34,2341
2667,34,2342
2668,34,2343
2669,34,2344
2670,34,2345
2671,34,2346
2672,34,2347
2673,34,2348
2674,34,1853
2675,34,2349
2676,34,2350
2677,34,2351
2678,34,2352
2679,34,2353
2680,34,2354
2681,34,2355
2682,34,2356
2683,34,2357
2684,34,2232
2685,34,2358
2686,34,2359
2687,34,2360
2688,34,2361
2689,34,2362
2690,34,2363
2691,34,2364
2692,34,2365
2693,34,2366
2694,34,2367
2695,34,2368
2696,34,2369
2697,34,2370
2698,34,2371
2699,34,2372
2700,34,2373
2701,34,2374
2702,34,2375
2703,34,2376
2704,35,2377
2705,35,2378
2706,35,2379
2707,35,2380
2708,35,2381
2709,35,2382
2710,35,2383
2711,35,2384
2712,35,2385
2713,35,2386
2714,35,2387
2715,35,2388
2716,35,2389
2717,35,2390
2718,35,2391
2719,35,2392
2720,35,2393
2721,35,2394
2722,35,2395
2723,35,2396
2724,35,2397
2725,35,2398
2726,35,2399
2727,35,2400
2728,35,2401
2729,35,2402
2730,35,2403
2731,35,2404
2732,35,1175
2733,35,2405
2734,35,1047
2735,35,2406
2736,35,2407
2737,35,2408
2738,35,80
2739,35,2409
2740,35,1906
2741,35,2410
2742,35,2411
2743,35,2412
2744,35,2413
2745,35,2414
2746,35,2415
2747,35,2416
2748,35,2417
2749,35,790
2750,35,2418
2751,35,807
2752,35,8
2753,35,2419
2754,35,2420
2755,35,2421
2756,35,2422
2757,35,2423
2758,35,2424
2759,35,83
2760,35,2425
2761,35,2426
2762,35,2427
2763,35,2428
2764,35,2429
2765,35,88
2766,35,1266
2767,35,1274
2768,35,2430
2769,35,2431
2770,35,2432
2771,35,2433
2772,35,54
2773,35,2434
2774,35,2075
2775,35,2435
2776,35,422
2777,35,2436
2778,35,2437
2779,35,2438
2780,35,1295
2781,35,2439
2782,35,19
2783,35,2440
2784,35,2441
2785,35,2442
2786,35,2443
2787,35,2444
2788,35,2445
2789,35,2446
2790,35,2447
2791,35,2448
2792,35,2449
2793,35,2450
2794,35,2451
2795,35,2452
2796,35,2453
2797,35,2454
2798,35,1533
2799,35,2455
2800,35,2456
2801,35,2457
2802,35,2458
2803,35,966
2804,36,21
2805,36,82
2806,36,2459
2807,36,1249
2808,36,35
2809,36,133
2810,36,98
2811,36,2064
2812,36,63
2813,36,40
2814,36,45
2815,36,15
2816,36,127
2817,36,2460
2818,36,86
2819,36,110
2820,36,2075
2821,36,2461
2822,36,2462
2823,36,2463
2824,36,2464
2825,36,2465
2826,36,2466
2827,36,2467
2828,36,2468
2829,36,27
2830,36,302
2831,36,358
2832,36,87
2833,36,1170
2834,36,106
2835,36,2469
2836,36,2470
2837,36,2471
2838,36,2472
2839,36,2473
2840,36,88
2841,36,1255
2842,36,2474
2843,36,100
2844,36,2475
2845,36,2476
2846,36,1299
2847,36,95
2848,36,2477
2849,36,2478
2850,36,2479
2851,36,2480
2852,36,2481
2853,36,2482
2854,36,2483
2855,36,2484
2856,36,2485
2857,36,2486
2858,36,2487
2859,36,2488
2860,36,2489
2861,36,2490
2862,36,2491
2863,36,2492
2864,36,17
2865,36,2493
2866,36,2494
2867,36,2495
2868,36,2496
2869,36,2497
2870,36,1533
2871,36,2498
2872,36,105
2873,36,59
2874,36,2499
2875,36,2500
2876,36,2501
2877,36,2502
2878,36,2503
2879,36,2504
2880,36,2505
2881,36,1087
2882,36,1098
2883,36,118
2884,36,2506
2885,36,222
2886,36,2507
2887,36,203
2888,36,1296
2889,36,96
2890,36,2508
2891,36,702
2892,36,2509
2893,36,2510
2894,36,2511
2895,36,24
2896,36,2512
2897,36,101
2898,36,2095
2899,36,2513
2900,36,2514
2901,36,2515
2902,36,2516
2903,36,2517
2904,37,2518
2905,37,2519
2906,37,2294
2907,37,2520
2908,37,2521
2909,37,2522
2910,37,2523
2911,37,2524
2912,37,2525
2913,37,2526
2914,37,2527
2915,37,1663
2916,37,2528
2917,37,2529
2918,37,2530
2919,37,2531
2920,37,2532
2921,37,2533
2922,37,2534
2923,37,2535
2924,37,2536
2925,37,2537
2926,37,2538
2927,37,2539
2928,37,2540
2929,37,2541
2930,37,302
2931,37,795
2932,38,2542
2933,38,2543
2934,38,2544
2935,38,2545
2936,38,2546
2937,38,2547
2938,38,2548
2939,38,2549
2940,38,2550
2941,38,2551
2942,38,2552
2943,38,2553
2944,38,2554
2945,38,2555
2946,38,90
2947,38,423
2948,38,2556
2949,38,80
2950,38,2557
2951,38,2558
2952,38,2559
2953,38,2560
2954,38,2561
2955,38,2562
2956,38,2563
2957,38,2564
2958,38,2565
2959,38,2566
2960,38,2567
2961,38,2568
2962,38,2569
2963,38,2570
2964,38,2571
2965,38,2572
2966,38,2573
2967,38,2574
2968,38,2575
2969,38,2576
2970,38,2577
2971,38,2578
2972,38,2579
2973,38,2580
2974,38,2581
2975,38,2582
2976,38,2583
2977,38,2584
2978,38,2585
2979,38,2586
2980,38,2587
2981,38,2588
2982,38,2589
2983,38,2590
2984,38,2591
2985,38,2592
2986,38,2593
2987,38,2594
2988,38,2595
2989,38,2596
2990,38,2597
2991,38,2598
2992,38,2599
2993,38,2600
2994,38,2601
2995,38,2602
2996,38,2603
2997,38,2604
2998,38,2605
2999,38,2606
3000,38,2607
3001,38,2608
3002,38,2609
3003,38,2610
3004,38,2611
3005,38,2495
3006,38,2612
3007,38,2613
3008,38,2614
3009,38,2615
3010,38,2616
3011,38,2617
3012,38,2618
3013,38,2619
3014,38,2157
3015,38,2620
3016,38,2621
3017,38,2622
3018,38,2623
3019,38,2624
3020,38,2625
3021,38,2626
3022,38,2627
3023,38,2628
3024,38,2629
3025,38,2630
3026,38,2631
3027,38,2632
3028,38,2633
3029,38,2634
3030,38,2635
3031,38,2636
3032,39,129
3033,39,27
3034,39,1404
3035,39,1420
3036,39,1678
3037,39,1313
3038,39,1929
3039,39,1403
3040,39,239
3041,39,1482
3042,39,1671
3043,39,19
3044,39,2637
3045,39,2638
3046,39,2233
3047,39,1677
3048,39,2639
3049,39,2640
3050,39,2641
3051,39,2642
3052,39,2643
3053,39,2644
3054,39,2645
3055,39,2646
3056,39,2647
3057,39,2648
3058,39,2649
3059,39,2650
3060,39,2651
3061,39,2652
3062,39,2653
3063,39,2654
3064,39,2655
3065,39,2656
3066,39,2657
3067,39,2658
3068,39,2659
3069,39,2660
3070,39,2661
3071,39,2662
3072,39,2663
3073,39,438
3074,39,2664
3075,39,2665
3076,39,2666
3077,39,2667
3078,39,2668
3079,39,2669
3080,39,2670
3081,39,2671
3082,39,2672
3083,39,2673
3084,39,2674
3085,39,2675
3086,39,2676
3087,39,260
3088,39,263
3089,39,2677
3090,39,2678
3091,39,2679
3092,39,2680
3093,39,233
3094,39,2681
3095,39,2682
3096,39,2284
3097,39,2683
3098,39,2684
3099,39,2685
3100,39,2686
3101,39,2687
3102,39,2415
3103,39,2688
3104,39,2689
3105,39,2690
3106,39,2691
3107,39,2692
3108,39,2693
3109,39,2694
3110,39,2695
3111,39,2696
3112,39,2697
3113,39,2698
3114,39,2699
3115,39,2700
3116,39,2701
3117,39,2702
3118,39,2703
3119,39,2704
3120,39,2705
3121,39,1156
3122,39,1654
3123,39,2706
3124,39,2707
3125,39,2708
3126,39,2709
3127,39,1645
3128,39,2710
3129,39,2711
3130,39,2227
3131,39,33
3132,40,2062
3133,40,2712
3134,40,2459
3135,40,132
3136,40,91
3137,40,1249
3138,40,134
3139,40,133
3140,40,2064
3141,40,2713
3142,40,1332
3143,40,136
3144,40,2714
3145,40,183
3146,40,2715
3147,40,31
3148,40,44
3149,40,29
3150,40,81
3151,40,2716
3152,40,63
3153,40,49
3154,40,110
3155,40,2063
3156,40,54
3157,40,69
3158,40,36
3159,40,13
3160,40,138
3161,40,1
3162,40,46
3163,40,114
3164,40,2
3165,40,2435
3166,40,2717
3167,40,89
3168,40,2718
3169,40,60
3170,40,2719
3171,40,1654
3172,40,1288
3173,40,2720
3174,40,2721
3175,40,2722
3176,40,2723
3177,40,2724
3178,40,2725
3179,40,58
3180,40,57
3181,40,2726
3182,40,2727
3183,40,2728
3184,40,2729
3185,40,2730
3186,40,2731
3187,40,1263
3188,40,2732
3189,40,53
3190,40,55
3191,40,226
3192,41,226
3193,41,2733
3194,41,2734
3195,42,3
3196,42,2735
3197,42,75
3198,42,889
3199,42,2736
3200,42,2737
3201,42,245
3202,42,2738
3203,42,2739
3204,42,2740
3205,42,2741
3206,42,2742
3207,42,2743
3208,42,2409
3209,42,2744
3210,42,2745
3211,42,2746
3212,42,2747
3213,42,2748
3214,42,2749
3215,42,2750
3216,42,2751
3217,42,2752
3218,42,2753
3219,42,2754
3220,42,2755
3221,42,2756
3222,42,2757
3223,42,2758
3224,42,2759
3225,42,2760
3226,42,2761
3227,42,2762
3228,42,2763
3229,42,2764
3230,42,2765
3231,42,2766
3232,42,2767
3233,42,2768
3234,42,2769
3235,42,2770
3236,42,2771
3237,42,2772
3238,42,2773
3239,42,2774
3240,42,2775
3241,42,2776
3242,42,2777
3243,42,2778
3244,42,2779
3245,42,2780
3246,42,2781
3247,42,228
3248,42,2782
3249,42,2783
3250,42,2784
3251,42,2785
3252,42,2786
3253,42,2787
3254,42,2788
3255,42,2789
3256,42,2790
3257,42,2791
3258,42,2792
3259,42,2793
3260,42,2794
3261,42,113
3262,42,310
3263,42,2795
3264,42,2796
3265,42,2797
3266,42,2798
3267,42,2799
3268,42,2800
3269,42,2801
3270,42,2802
3271,42,2803
3272,42,2804
3273,42,2805
3274,42,2806
3275,42,2807
3276,42,2808
3277,42,2809
3278,42,2810
3279,42,2811
3280,42,2812
3281,42,2813
3282,42,10
3283,42,2814
3284,42,2815
3285,42,2816
3286,42,2817
3287,42,2818
3288,42,813
3289,42,2819
3290,42,2820
3291,42,2821
3292,42,2822
3293,42,2823
3294,42,2824
3295,43,2825
3296,43,2826
3297,43,2827
3298,43,2828
3299,43,2829
3300,43,2830
3301,43,2831
3302,43,2832
3303,43,2833
3304,43,2834
3305,43,2835
3306,43,2836
3307,43,2837
3308,43,2838
3309,43,2839
3310,43,2840
3311,43,2841
3312,43,2842
3313,43,2843
3314,43,2844
3315,43,2845
3316,43,2846
3317,43,2847
3318,43,2848
3319,43,2849
3320,43,2850
3321,43,2851
3322,43,2852
3323,43,466
3324,43,2853
3325,43,2854
3326,43,2855
3327,43,2856
3328,43,2857
3329,43,2858
3330,43,2859
3331,43,2860
3332,43,2861
3333,43,2862
3334,43,2863
3335,43,2864
3336,43,2865
3337,43,2866
3338,43,2867
3339,43,2868
3340,43,2869
3341,43,2870
3342,43,2871
3343,43,2872
3344,43,2873
3345,43,2874
3346,43,2875
3347,43,2876
3348,43,2877
3349,43,2878
3350,43,2879
3351,43,2880
3352,43,2881
3353,43,2882
3354,43,2883
3355,43,2884
3356,43,2885
3357,43,2886
3358,43,2887
3359,43,2888
3360,43,2889
3361,43,2890
3362,43,2891
3363,43,2892
3364,43,2893
3365,43,2894
3366,43,2895
3367,43,2896
3368,43,2897
3369,43,2898
3370,43,2899
3371,43,2900
3372,43,2901
3373,43,2902
3374,43,2903
3375,43,2904
3376,43,2905
3377,43,2906
3378,43,2907
3379,43,2908
3380,43,2909
3381,43,2910
3382,43,2911
3383,43,2912
3384,43,2913
3385,43,2914
3386,43,2915
3387,43,2916
3388,43,2917
3389,43,2918
3390,43,2919
3391,43,2920
3392,43,2921
3393,43,2922
3394,43,2923
3395,44,1108
3396,44,132
3397,44,134
3398,44,2924
3399,44,1332
3400,44,2001
3401,44,2717
3402,44,2925
3403,44,2926
3404,44,2927
3405,44,2928
3406,44,2929
3407,44,2930
3408,44,2931
3409,44,2932
3410,44,2137
3411,44,185
3412,44,58
3413,44,2933
3414,44,2934
3415,44,2435
3416,44,2935
3417,44,2718
3418,44,2936
3419,44,53
3420,44,55
3421,44,226
3422,45,129
3423,45,18
3424,45,63
3425,45,28
3426,45,110
3427,45,81
3428,45,2075
3429,45,2937
3430,45,98
3431,45,1950
3432,45,1482
3433,45,2938
3434,45,190
3435,45,973
3436,45,2939
3437,45,2940
3438,45,2941
3439,45,2942
3440,45,2943
3441,45,2944
3442,45,2945
3443,45,2946
3444,45,2947
3445,45,2948
3446,45,1646
3447,45,2949
3448,45,2950
3449,45,2951
3450,45,2952
3451,45,2953
3452,45,2954
3453,45,2955
3454,45,2956
3455,45,2957
3456,45,2958
3457,45,2959
3458,45,2960
3459,45,2961
3460,45,2962
3461,45,2963
3462,45,2964
3463,45,2965
3464,45,1531
3465,45,2966
3466,45,2967
3467,45,2968
3468,45,2969
3469,45,2970
3470,45,2971
3471,45,2972
3472,45,2973
3473,45,2974
3474,45,2975
3475,45,2976
3476,45,2977
3477,45,2978
3478,45,2979
3479,45,2980
3480,45,2981
3481,45,2982
3482,45,2983
3483,45,2984
3484,45,2985
3485,45,2986
3486,45,2987
3487,45,2988
3488,45,2989
3489,45,2700
3490,45,2990
3491,45,2991
3492,45,1216
3493,45,2992
3494,45,2993
3495,45,2994
3496,45,2995
3497,45,2996
3498,45,2997
3499,45,35
3500,45,2505
3501,45,2998
3502,45,2999
3503,45,3000
3504,45,3001
3505,45,3002
3506,45,3003
3507,45,3004
3508,45,3005
3509,45,3006
3510,45,1214
3511,45,3007
3512,45,3008
3513,45,3009
3514,45,3010
3515,45,3011
3516,45,3012
3517,45,3013
3518,45,3014
3519,45,3015
3520,45,3016
3521,45,3017
3522,47,704
3523,47,98
3524,47,3018
3525,47,3019
3526,47,3020
3527,47,937
3528,47,1702
3529,47,3021
3530,47,3022
3531,47,3023
3532,47,3024
3533,47,3025
3534,47,3026
3535,47,3027
3536,47,3028
3537,47,3029
3538,47,3030
3539,47,3031
3540,47,3032
3541,47,35
3542,47,2034
3543,47,3033
3544,47,3034
3545,47,3035
3546,47,95
3547,47,3036
3548,47,3037
3549,47,3038
3550,47,3039
3551,47,3040
3552,47,3041
3553,47,3042
3554,47,3043
3555,47,3044
3556,47,3045
3557,47,3046
3558,47,3047
3559,47,3048
3560,47,3049
3561,47,401
3562,47,3050
3563,47,3051
3564,47,3052
3565,47,3053
3566,47,3054
3567,47,3055
3568,47,3056
3569,47,3057
3570,47,49
3571,47,3058
3572,47,3059
3573,47,3060
3574,47,3061
3575,47,3062
3576,47,3063
3577,47,3064
3578,47,3065
3579,47,3066
3580,47,3067
3581,47,3068
3582,47,3069
3583,47,3070
3584,47,3071
3585,47,3072
3586,47,3073
3587,47,3074
3588,47,3075
3589,47,3076
3590,47,3077
3591,47,3078
3592,47,1507
3593,47,3079
3594,47,3080
3595,47,3081
3596,47,1754
3597,47,54
3598,47,3082
3599,47,3083
3600,47,2059
3601,47,3084
3602,47,24
3603,47,3085
3604,47,3086
3605,47,3087
3606,47,319
3607,47,1512
3608,47,706
3609,47,3088
3610,47,1510
3611,47,3089
3612,47,89
3613,47,3090
3614,47,36
3615,47,83
3616,47,3091
3617,47,3092
3618,47,3093
3619,47,46
3620,47,3094
3621,47,3095
3622,48,3061
3623,48,3036
3624,48,3096
3625,48,3097
3626,48,3098
3627,48,3099
3628,48,325
3629,48,3100
3630,48,3101
3631,48,3102
3632,48,3103
3633,48,3104
3634,48,3105
3635,48,3106
3636,48,3107
3637,48,2457
3638,48,3108
3639,48,3109
3640,48,3110
3641,48,3111
3642,48,3112
3643,48,3113
3644,48,3114
3645,48,3115
3646,48,3116
3647,48,999
3648,48,3117
3649,48,3118
3650,48,3119
3651,48,3120
3652,48,3121
3653,48,3122
3654,49,3123
3655,49,1280
3656,49,3124
3657,49,3125
3658,49,3126
3659,49,1306
3660,49,3127
3661,49,202
3662,49,3128
3663,49,2025
3664,49,3129
3665,49,2018
3666,49,1271
3667,49,3130
3668,49,2019
3669,49,3131
3670,49,3132
3671,49,51
3672,49,3133
3673,49,3134
3674,49,1546
3675,49,3135
3676,49,3136
3677,49,3137
3678,49,3138
3679,49,3139
3680,49,3140
3681,49,3141
3682,49,3142
3683,49,1928
3684,49,3143
3685,49,3144
3686,49,3145
3687,49,3146
3688,49,3147
3689,49,3148
3690,49,1258
3691,49,3149
3692,49,3150
3693,49,3151
3694,49,3152
3695,49,3153
3696,49,3154
3697,49,3155
3698,49,3156
3699,49,3157
3700,49,3158
3701,49,3159
3702,49,3160
3703,49,3161
3704,49,3162
3705,49,3163
3706,49,3164
3707,49,3165
3708,49,3166
3709,49,3167
3710,49,3168
3711,49,3169
3712,49,3170
3713,49,3171
3714,49,3172
3715,49,3173
3716,49,1387
3717,49,3174
3718,49,3175
3719,49,3176
3720,49,3177
3721,49,3178
3722,49,3179
3723,49,3180
3724,49,3181
3725,49,3182
3726,49,3183
3727,49,3184
3728,49,3185
3729,49,3186
3730,49,3187
3731,49,3188
3732,49,3189
3733,49,3190
3734,49,3191
3735,49,3192
3736,49,3193
3737,49,79
3738,49,3194
3739,49,3195
3740,49,3196
3741,49,3197
3742,49,3198
3743,49,3199
3744,49,1252
3745,49,3200
3746,49,3201
3747,49,3202
3748,49,3203
3749,49,3204
3750,49,3205
3751,49,3206
3752,49,3207
3753,49,3208
3754,50,82
3755,50,63
3756,50,45
3757,50,13
3758,50,110
3759,50,127
3760,50,3209
3761,50,3210
3762,50,3211
3763,50,3212
3764,50,3213
3765,50,3214
3766,50,3215
3767,50,3216
3768,50,3217
3769,50,3218
3770,50,3219
3771,50,3220
3772,50,3221
3773,50,3222
3774,50,3223
3775,50,3224
3776,50,3225
3777,50,3226
3778,50,3227
3779,50,586
3780,50,3228
3781,50,2537
3782,50,2520
3783,50,3229
3784,50,3230
3785,50,3231
3786,50,3232
